,date,price,sqft_lot,zipcode,quarter,lat,long
105,2014-05-05,549000.0,6338.0,98059,2,47.4431,-122.133
106,2014-05-05,220000.0,9600.0,98023,2,47.6878,-122.38
107,2014-05-05,890000.0,6000.0,98027,2,47.3813,-122.322
108,2014-05-05,300000.0,10072.0,98019,2,47.7304,-122.082
109,2014-05-05,232000.0,8063.0,98198,2,47.6417,-122.109
110,2014-05-05,855000.0,5390.0,98199,2,47.5386,-122.053
111,2014-05-05,665000.0,5900.0,98115,2,47.6823,-122.349
112,2014-05-05,831000.0,,98112,2,47.3624,-122.031
113,2014-05-05,865000.0,9892.0,98075,2,47.5474,-122.295
114,2014-05-05,509900.0,2700.0,98027,2,47.3183,-122.253
115,2014-05-05,712198.0,4247.0,98052,2,47.6981,-122.368
116,2014-05-05,1030000.0,16920.0,98006,2,47.6824,-122.347
117,2014-05-05,524000.0,5520.0,98199,2,47.5009,-122.248
118,2014-05-05,340000.0,1438.0,98144,2,47.4965,-122.303
119,2014-05-05,328000.0,6500.0,98092,2,47.587,-122.294
120,2014-05-05,555000.0,3211.0,98027,2,47.7728,-122.386
121,2014-05-05,541125.0,8426.0,98006,2,47.7288,-122.226
122,2014-05-05,615000.0,,98052,2,47.6999,-122.364
123,2014-05-05,499000.0,6479.0,98065,2,47.5299,-122.266
124,2014-05-05,631625.0,6651.0,98117,2,47.6897,-122.098
125,2014-05-05,600000.0,39639.0,98075,2,47.6141,-122.212
126,2014-05-05,780000.0,10281.0,98074,2,47.5091,-122.244
127,2014-05-05,830000.0,9692.0,98052,2,47.3129,-122.39
128,2014-05-05,627000.0,7712.0,98027,2,47.6763,-122.352
129,2014-05-05,1090000.0,141570.0,98053,2,47.5319,-121.85
130,2014-05-05,478000.0,4535.0,98056,2,47.2761,-122.152
131,2014-05-05,340000.0,9022.0,98034,2,47.5343,-122.054
132,2014-05-05,755000.0,10202.0,98005,2,47.697,-122.072
133,2014-05-05,406100.0,1332.0,98103,2,47.5517,-121.998
134,2014-05-05,670000.0,2000.0,98105,2,47.6734,-122.38
135,2014-05-05,309950.0,7838.0,98055,2,47.3257,-122.296
136,2014-05-05,210000.0,306848.0,98019,2,47.3309,-122.299
137,2014-05-05,501000.0,,98008,2,47.7689,-122.266
138,2014-05-05,400000.0,5510.0,98136,2,47.7135,-122.287
139,2014-05-05,620000.0,2185.0,98034,2,47.6722,-122.381
140,2014-05-05,219900.0,5427.0,98042,2,47.6338,-122.358
141,2014-05-05,384900.0,12750.0,98023,2,47.5707,-122.128
142,2014-05-05,416286.0,989.0,98115,2,47.4563,-122.171
143,2014-05-05,398750.0,4000.0,98144,2,47.7144,-122.351
144,2014-05-05,800866.0,13806.0,98033,2,47.5495,-122.174
145,2014-05-05,415000.0,998.0,98027,2,47.7421,-122.026
146,2014-05-05,570000.0,,98052,2,47.6354,-122.353
147,2014-05-05,585000.0,8640.0,98117,2,47.5262,-121.943
148,2014-05-05,890000.0,5750.0,98027,2,47.3887,-122.286
149,2014-05-05,206000.0,7158.0,98168,2,47.6873,-122.336
150,2014-05-05,366750.0,2017.0,98125,2,47.6838,-122.353
151,2014-05-05,287000.0,6000.0,98118,2,47.655,-122.359
152,2014-05-05,309950.0,5000.0,98038,2,47.3255,-122.304
153,2014-05-05,497300.0,9200.0,98146,2,47.562,-122.162
154,2014-05-05,485000.0,7048.0,98034,2,47.679,-122.3
155,2014-05-05,329950.0,5250.0,98133,2,47.4479,-122.176
156,2014-05-05,405000.0,1240.0,98136,2,47.525,-122.172
157,2014-05-05,1425000.0,4000.0,98112,2,47.3135,-122.369
158,2014-05-05,823000.0,5000.0,98122,2,47.2086,-121.996
159,2014-05-05,549000.0,5400.0,98112,2,47.4715,-122.118
160,2014-05-06,484000.0,6000.0,98105,2,47.4877,-122.335
161,2014-05-06,390000.0,5000.0,98108,2,47.7171,-122.193
162,2014-05-06,525000.0,11985.0,98074,2,47.6012,-122.023
163,2014-05-06,475000.0,117612.0,98028,2,47.7319,-122.224
164,2014-05-06,353000.0,7740.0,98125,2,47.4582,-122.023
165,2014-05-06,515000.0,7167.0,98074,2,47.7209,-122.168
166,2014-05-06,218000.0,7684.0,98023,2,47.408,-122.327
167,2014-05-06,407000.0,23400.0,98198,2,47.565,-122.125
168,2014-05-06,78000.0,,98168,2,47.7028,-122.231
169,2014-05-06,1225000.0,6906.0,98199,2,47.7458,-122.331
170,2014-05-06,485000.0,4080.0,98103,2,47.4776,-122.337
171,2014-05-06,191000.0,8850.0,98023,2,47.3026,-122.374
172,2014-05-06,1050000.0,1970.0,98102,2,47.7658,-122.339
173,2014-05-06,650000.0,36615.0,98075,2,47.6477,-122.182
174,2014-05-06,365000.0,8160.0,98133,2,47.5619,-122.125
175,2014-05-06,1870000.0,15175.0,98040,2,47.6106,-122.31
176,2014-05-06,272000.0,13816.0,98014,2,47.5868,-122.308
177,2014-05-06,612500.0,,98117,2,47.6101,-122.307
178,2014-05-06,599000.0,29930.0,98006,2,47.1976,-121.999
179,2014-05-06,175000.0,7034.0,98055,2,47.7224,-122.358
180,2014-05-06,563000.0,15480.0,98028,2,47.3505,-122.179
181,2014-05-06,219000.0,5160.0,98106,2,47.5384,-122.376
182,2014-05-06,279900.0,8151.0,98198,2,47.7044,-122.2
183,2014-05-06,736000.0,12047.0,98006,2,47.3848,-122.039
184,2014-05-06,387000.0,9568.0,98056,2,47.6993,-122.102
185,2014-05-06,367500.0,9647.0,98177,2,47.6627,-122.188
186,2014-05-06,762300.0,14550.0,98074,2,47.3099,-122.379
187,2014-05-06,360000.0,18768.0,98001,2,47.62,-122.043
188,2014-05-06,329350.0,6687.0,98117,2,47.65,-122.34
189,2014-05-06,609000.0,37981.0,98052,2,47.6647,-122.153
190,2014-05-06,197000.0,7735.0,98001,2,47.726000000000006,-122.191
191,2014-05-06,499000.0,2400.0,98103,2,47.4616,-122.184
192,2014-05-06,379900.0,11600.0,98028,2,47.5505,-122.219
193,2014-05-06,313950.0,6083.0,98115,2,47.7606,-122.336
194,2014-05-06,520000.0,54885.0,98059,2,47.7481,-122.3
195,2014-05-06,979000.0,4047.0,98117,2,47.2779,-122.347
196,2014-05-06,455000.0,7770.0,98034,2,47.5511,-122.312
197,2014-05-06,606000.0,13850.0,98027,2,47.5488,-122.372
198,2014-05-06,404000.0,10720.0,98008,2,47.5385,-121.911
199,2014-05-06,385000.0,5520.0,98118,2,47.4058,-121.994
200,2014-05-06,562000.0,8111.0,98052,2,47.5093,-122.184
201,2014-05-06,280000.0,11800.0,98045,2,47.3777,-122.165
202,2014-05-06,533000.0,3780.0,98103,2,47.675,-122.394
203,2014-05-06,530000.0,9636.0,98008,2,47.3025,-122.37
204,2014-05-06,910000.0,4082.0,98199,2,47.4787,-122.158
205,2014-05-06,675000.0,36478.0,98006,2,47.5378,-122.219
206,2014-05-06,312000.0,7054.0,98146,2,47.7073,-122.114
207,2014-05-06,136500.0,8580.0,98023,2,47.5733,-122.381
208,2014-05-06,362000.0,14374.0,98148,2,47.4604,-122.339
209,2014-05-06,325000.0,6156.0,98106,2,47.7067,-122.343
210,2014-05-06,535000.0,10109.0,98034,2,47.354,-122.047
211,2014-05-06,450000.0,3000.0,98117,2,47.6647,-122.284
212,2014-05-06,250000.0,6874.0,98133,2,47.6143,-122.017
213,2014-05-06,1135000.0,8103.0,98136,2,47.3185,-122.275
214,2014-05-06,483500.0,45732.0,98077,2,47.5458,-122.268
215,2014-05-06,776000.0,6425.0,98052,2,47.4889,-122.299
216,2014-05-06,460000.0,929.0,98122,2,47.5673,-122.21
217,2014-05-06,650000.0,7475.0,98115,2,47.5133,-122.379
218,2014-05-06,390000.0,6500.0,98008,2,47.5884,-122.291
219,2014-05-06,1800000.0,10279.0,98004,2,47.7145,-122.367
220,2014-05-06,860000.0,32417.0,98053,2,47.5836,-122.026
221,2014-05-06,725126.0,12369.0,98059,2,47.398,-122.299
222,2014-05-06,369950.0,1320.0,98103,2,47.7663,-122.215
223,2014-05-06,397000.0,7680.0,98034,2,47.3758,-122.217
224,2014-05-06,345000.0,3826.0,98058,2,47.3828,-122.023
225,2014-05-06,575000.0,6500.0,98199,2,47.5123,-122.373
226,2014-05-06,234000.0,8366.0,98042,2,47.7076,-122.013
227,2014-05-06,345000.0,6250.0,98115,2,47.2922,-122.371
228,2014-05-06,655500.0,8330.0,98177,2,47.4075,-122.214
229,2014-05-06,580000.0,8327.0,98055,2,47.6794,-122.034
230,2014-05-06,295000.0,8000.0,98023,2,47.4497,-122.375
231,2014-05-06,513000.0,5684.0,98028,2,47.5218,-122.164
232,2014-05-06,610000.0,10117.0,98006,2,47.3103,-122.339
233,2014-05-06,1580000.0,10920.0,98105,2,47.5687,-121.899
234,2014-05-06,469000.0,4400.0,98117,2,47.5575,-122.303
235,2014-05-06,465000.0,11088.0,98155,2,47.6489,-122.183
236,2014-05-06,518000.0,8000.0,98007,2,47.3459,-121.95
237,2014-05-06,425000.0,7983.0,98034,2,47.6136,-122.303
238,2014-05-06,500000.0,1171.0,98112,2,47.7641,-122.023
239,2014-05-06,685000.0,7864.0,98074,2,47.3376,-122.324
240,2014-05-06,561000.0,7000.0,98136,2,47.3173,-122.319
241,2014-05-06,488000.0,5000.0,98117,2,47.5308,-122.376
242,2014-05-06,284000.0,5390.0,98042,2,47.6727,-122.299
243,2014-05-07,535000.0,2289.0,98027,2,47.3221,-122.216
244,2014-05-07,1150000.0,103382.0,98053,2,47.6779,-122.353
245,2014-05-07,160000.0,13100.0,98032,2,47.3076,-122.395
246,2014-05-07,1340000.0,5500.0,98199,2,47.6338,-122.072
247,2014-05-07,794154.0,8556.0,98199,2,47.5218,-122.357
248,2014-05-07,600000.0,108900.0,98027,2,47.2785,-122.213
249,2014-05-07,495000.0,21195.0,98001,2,47.6846,-122.345
250,2014-05-07,575000.0,5000.0,98117,2,47.3656,-122.278
251,2014-05-07,485000.0,4160.0,98136,2,47.4369,-122.111
252,2014-05-07,365000.0,5003.0,98118,2,47.4616,-121.711
253,2014-05-07,246000.0,7410.0,98166,2,47.5405,-122.27
254,2014-05-07,495000.0,6000.0,98105,2,47.3507,-122.178
255,2014-05-07,300000.0,3001.0,98144,2,47.6979,-122.32
256,2014-05-07,352000.0,8560.0,98118,2,47.5278,-122.345
257,2014-05-07,420000.0,8165.0,98034,2,47.4756,-122.147
258,2014-05-07,310000.0,10723.0,98058,2,47.4437,-121.772
259,2014-05-07,185000.0,6600.0,98168,2,47.7048,-122.109
260,2014-05-07,690000.0,6428.0,98199,2,47.6362,-122.302
261,2014-05-07,305450.0,3573.0,98056,2,47.4207,-122.29
262,2014-05-07,581000.0,13695.0,98033,2,47.6154,-122.047
263,2014-05-07,253000.0,10122.0,98010,2,47.5964,-122.299
264,2014-05-07,519950.0,1249.0,98107,2,47.4683,-122.438
265,2014-05-07,405000.0,8307.0,98133,2,47.4045,-122.171
266,2014-05-07,440000.0,6180.0,98118,2,47.5544,-122.358
267,2014-05-07,1500000.0,6480.0,98112,2,47.6802,-122.29
268,2014-05-07,339950.0,12295.0,98058,2,47.2988,-122.371
269,2014-05-07,335000.0,7200.0,98155,2,47.6312,-122.223
270,2014-05-07,380000.0,6000.0,98178,2,47.7285,-122.042
271,2014-05-07,239900.0,7566.0,98030,2,47.7107,-122.352
272,2014-05-07,610950.0,1570.0,98103,2,47.3271,-122.323
273,2014-05-07,314950.0,16986.0,98059,2,47.5053,-122.255
274,2014-05-07,480500.0,11200.0,98072,2,47.6601,-122.4
275,2014-05-07,758000.0,9549.0,98033,2,47.4145,-122.166
276,2014-05-07,535000.0,149410.0,98014,2,47.4672,-122.165
277,2014-05-07,651000.0,108366.0,98042,2,47.7618,-122.261
278,2014-05-07,630000.0,327135.0,98010,2,47.3828,-122.071
279,2014-05-07,599000.0,4788.0,98115,2,47.5362,-122.268
280,2014-05-07,350000.0,9360.0,98033,2,47.3954,-122.206
281,2014-05-07,339950.0,681.0,98103,2,47.5048,-122.272
282,2014-05-07,705000.0,4316.0,98116,2,47.6166,-122.287
283,2014-05-07,245000.0,1270.0,98133,2,47.6811,-122.025
284,2014-05-07,1532500.0,8076.0,98033,2,47.7486,-122.23
285,2014-05-07,409500.0,13000.0,98028,2,47.3846,-122.169
286,2014-05-07,249000.0,8423.0,98166,2,47.7564,-122.144
287,2014-05-07,280000.0,4271.0,98001,2,47.7198,-122.193
288,2014-05-07,248500.0,10018.0,98042,2,47.5461,-122.151
289,2014-05-07,530000.0,4284.0,98105,2,47.5712,-122.143
290,2014-05-07,379500.0,17335.0,98053,2,47.4281,-122.343
291,2014-05-07,415000.0,9548.0,98028,2,47.7128,-122.223
292,2014-05-07,500000.0,3885.0,98112,2,47.3341,-122.255
293,2014-05-07,3200000.0,8856.0,98109,2,47.5399,-122.181
294,2014-05-07,310000.0,37904.0,98058,2,47.5717,-122.375
295,2014-05-07,500000.0,37565.0,98027,2,47.5951,-122.017
296,2014-05-07,540000.0,7647.0,98155,2,47.3536,-122.144
297,2014-05-07,599999.0,6988.0,98103,2,47.5084,-122.154
298,2014-05-07,209950.0,11130.0,98003,2,47.5586,-122.311
299,2014-05-07,275000.0,7000.0,98038,2,47.4427,-122.274
300,2014-05-07,640000.0,,98056,2,47.6053,-122.077
301,2014-05-07,226500.0,10762.0,98042,2,47.3494,-122.301
302,2014-05-07,675000.0,,98074,2,47.6933,-122.393
303,2014-05-07,255000.0,8632.0,98146,2,47.3537,-122.0
304,2014-05-07,1110000.0,13300.0,98004,2,47.476000000000006,-122.337
305,2014-05-07,265000.0,7112.0,98166,2,47.6239,-122.298
306,2014-05-07,515000.0,9147.0,98008,2,47.7776,-122.384
307,2014-05-07,230000.0,9180.0,98055,2,47.6459,-122.058
308,2014-05-07,750000.0,5401.0,98119,2,47.6692,-122.297
309,2014-05-07,630000.0,5663.0,98056,2,47.5376,-122.18
310,2014-05-07,314500.0,,98003,2,47.601000000000006,-122.294
311,2014-05-07,749950.0,6050.0,98116,2,47.529,-121.837
312,2014-05-07,361280.0,6400.0,98126,2,47.6345,-122.367
313,2014-05-07,675000.0,10500.0,98005,2,47.5503,-122.102
314,2014-05-07,568000.0,5080.0,98118,2,47.5503,-122.102
315,2014-05-07,775000.0,7200.0,98144,2,47.4441,-122.125
316,2014-05-07,900000.0,226076.0,98077,2,47.7357,-122.333
317,2014-05-07,460000.0,9055.0,98052,2,47.346,-122.157
318,2014-05-07,375000.0,13042.0,98038,2,47.6638,-122.345
319,2014-05-07,250000.0,4373.0,98166,2,47.48,-122.336
320,2014-05-07,526000.0,2400.0,98103,2,47.6759,-122.151
321,2014-05-07,475000.0,2723.0,98103,2,47.5162,-122.057
322,2014-05-07,100000.0,22000.0,98001,2,47.2639,-122.252
323,2014-05-07,560000.0,13374.0,98027,2,47.2929,-122.371
324,2014-05-07,420000.0,3500.0,98144,2,47.4957,-122.352
325,2014-05-07,1040000.0,8391.0,98033,2,47.4957,-122.352
326,2014-05-07,492000.0,16164.0,98133,2,47.7721,-122.093
327,2014-05-07,510000.0,5203.0,98155,2,47.644,-122.319
328,2014-05-07,428000.0,3900.0,98053,2,47.472,-122.344
329,2014-05-07,940000.0,5940.0,98112,2,47.592,-122.166
330,2014-05-07,503000.0,6760.0,98034,2,47.669,-122.275
331,2014-05-07,560000.0,60392.0,98014,2,47.42,-122.323
332,2014-05-07,618080.0,6500.0,98027,2,47.1913,-122.012
333,2014-05-07,425000.0,1027.0,98103,2,47.6666,-122.331
334,2014-05-07,313000.0,8000.0,98023,2,47.5639,-122.217
335,2014-05-07,417250.0,1452.0,98125,2,47.3483,-122.052
336,2014-05-08,205000.0,5040.0,98106,2,47.7648,-122.164
337,2014-05-08,297950.0,10800.0,98058,2,47.6794,-122.357
338,2014-05-08,830000.0,9601.0,98040,2,47.7535,-122.354
339,2014-05-08,1250000.0,24166.0,98040,2,47.4945,-122.22
340,2014-05-08,295000.0,89298.0,98027,2,47.6945,-122.093
341,2014-05-08,228000.0,6120.0,98178,2,47.5222,-122.157
342,2014-05-08,712000.0,4620.0,98103,2,47.7222,-122.32
343,2014-05-08,321950.0,1277.0,98144,2,47.3796,-122.49
344,2014-05-08,437000.0,9282.0,98052,2,47.5374,-121.875
345,2014-05-08,545000.0,191228.0,98045,2,47.4897,-122.24
346,2014-05-08,229000.0,3000.0,98178,2,47.4897,-122.24
347,2014-05-08,530000.0,6760.0,98008,2,47.4716,-122.078
348,2014-05-08,716500.0,6465.0,98075,2,47.3581,-122.173
349,2014-05-08,553650.0,1349.0,98112,2,47.7713,-122.307
350,2014-05-08,1500000.0,12757.0,98004,2,47.675,-121.854
351,2014-05-08,615000.0,6872.0,98119,2,47.5603,-122.222
352,2014-05-08,524000.0,73151.0,98059,2,47.4147,-122.337
353,2014-05-08,868500.0,3942.0,98056,2,47.68,-122.353
354,2014-05-08,530000.0,2850.0,98115,2,47.3117,-122.27
355,2014-05-08,330000.0,435600.0,98065,2,47.543,-122.28
356,2014-05-08,753888.0,5500.0,98029,2,47.3607,-122.034
357,2014-05-08,589900.0,,98077,2,47.5759,-122.137
358,2014-05-08,258000.0,8320.0,98023,2,47.6891,-122.159
359,2014-05-08,988500.0,16807.0,98166,2,47.565,-122.381
360,2014-05-08,82500.0,22334.0,98168,2,47.6359,-121.974
361,2014-05-08,347500.0,7350.0,98023,2,47.4769,-122.141
362,2014-05-08,235000.0,3008.0,98118,2,47.3845,-122.029
363,2014-05-08,211000.0,9200.0,98168,2,47.6743,-122.184
364,2014-05-08,543200.0,15600.0,98166,2,47.5651,-122.164
365,2014-05-08,230000.0,6000.0,98108,2,47.4853,-121.709
366,2014-05-08,403000.0,8354.0,98019,2,47.4508,-122.359
367,2014-05-08,489990.0,20828.0,98042,2,47.6375,-122.016
368,2014-05-08,402000.0,8000.0,98034,2,47.5944,-122.042
369,2014-05-08,930000.0,4080.0,98105,2,47.4888,-122.182
370,2014-05-08,438000.0,1179.0,98119,2,47.5112,-122.19
371,2014-05-08,660000.0,5750.0,98116,2,47.7711,-122.341
372,2014-05-08,569000.0,41688.0,98053,2,47.7711,-122.341
373,2014-05-08,307000.0,13860.0,98042,2,47.2813,-122.345
374,2014-05-08,1750000.0,5760.0,98112,2,47.5038,-122.189
375,2014-05-08,207000.0,8995.0,98168,2,47.5823,-121.97
376,2014-05-08,441750.0,1060.0,98103,2,47.7164,-122.304
377,2014-05-08,500000.0,1197.0,98103,2,47.3624,-122.045
378,2014-05-08,230000.0,16000.0,98001,2,47.6831,-122.329
379,2014-05-08,246000.0,7399.0,98031,2,47.592,-122.307
380,2014-05-08,266000.0,8547.0,98030,2,47.7461,-122.195
381,2014-05-08,980000.0,,98040,2,47.7268,-122.06
382,2014-05-08,537500.0,4630.0,98075,2,47.7237,-121.959
383,2014-05-08,245000.0,7964.0,98148,2,47.6283,-122.095
384,2014-05-08,595000.0,3354.0,98033,2,47.5543,-122.148
385,2014-05-08,413450.0,1614.0,98103,2,47.5483,-122.226
386,2014-05-08,350000.0,13515.0,98030,2,47.7591,-122.146
387,2014-05-08,1307000.0,3200.0,98109,2,47.4612,-122.169
388,2014-05-08,636000.0,3600.0,98119,2,47.4987,-122.365
389,2014-05-08,494000.0,4729.0,98028,2,47.772,-122.358
390,2014-05-08,538000.0,9600.0,98052,2,47.5287,-122.35
391,2014-05-08,533000.0,4080.0,98115,2,47.6109,-122.114
392,2014-05-08,1039000.0,5000.0,98144,2,47.7736,-121.901
393,2014-05-08,1051000.0,33976.0,98008,2,47.6294,-122.218
394,2014-05-08,134000.0,5000.0,98014,2,47.5634,-122.213
395,2014-05-08,450000.0,43560.0,98077,2,47.7405,-122.241
396,2014-05-08,385000.0,9920.0,98125,2,47.5976,-122.118
397,2014-05-08,535000.0,65836.0,98077,2,47.5722,-122.129
398,2014-05-08,358000.0,1808.0,98122,2,47.5644,-122.289
399,2014-05-08,335000.0,87625.0,98092,2,47.4556,-122.157
400,2014-05-08,325900.0,6270.0,98042,2,47.6055,-122.305
401,2014-05-08,260000.0,8800.0,98032,2,47.1775,-122.022
402,2014-05-08,349000.0,9620.0,98059,2,47.6879,-122.385
403,2014-05-08,270000.0,6509.0,98042,2,47.4807,-121.779
404,2014-05-08,515000.0,4960.0,98103,2,47.3845,-122.032
405,2014-05-08,785000.0,1842.0,98075,2,47.5815,-122.402
406,2014-05-08,424500.0,7700.0,98052,2,47.6609,-122.344
407,2014-05-08,375000.0,5793.0,98032,2,47.3163,-122.188
408,2014-05-08,647500.0,26036.0,98166,2,47.4309,-122.191
409,2014-05-08,835000.0,6960.0,98103,2,47.401,-122.026
410,2014-05-08,559950.0,4950.0,98053,2,47.404,-122.191
411,2014-05-08,262000.0,,98001,2,47.3889,-122.482
