id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,predict_bedrooms,predict_bathrooms
6300500875,20140514T000000,385000.0,4.0,1.75,1620.0,4980.0,1.0,0,0,4,7,860,760,1947,0,98133,47.7025,-122.341,1400,4980,3.0,2.0
2524049179,20140826T000000,2000000.0,3.0,2.75,3050.0,44867.0,1.0,0,4,3,9,2330,720,1968,0,98040,47.5316,-122.233,4110,20336,4.0,2.5
7137970340,20140703T000000,285000.0,5.0,2.5,2270.0,6300.0,2.0,0,0,3,8,2270,0,1995,0,98092,47.3266,-122.169,2240,7005,3.0,2.0
8091400200,20140516T000000,252700.0,,1.5,,,1.0,0,0,3,7,1070,0,1985,0,98030,47.3533,-122.166,1220,8386,,
3814700200,20141120T000000,329000.0,3.0,2.0,2450.0,6500.0,2.0,0,0,4,8,2450,0,1985,0,98030,47.3739,-122.172,2200,6865,,2.0
1202000200,20141103T000000,233000.0,3.0,2.0,1710.0,4697.0,1.5,0,0,5,6,1710,0,1941,0,98002,47.3048,-122.218,1030,4705,3.0,2.0
1794500383,20140626T000000,937000.0,3.0,2.0,2450.0,2691.0,2.0,0,0,3,8,1750,700,1915,0,98119,47.6386,-122.36,1760,3573,,2.0
3303700376,20141201T000000,667000.0,3.0,1.0,1400.0,1581.0,1.5,0,0,5,8,1400,0,1909,0,98112,47.6221,-122.314,1860,3861,3.0,2.0
5101402488,20140624T000000,438000.0,3.0,1.75,1520.0,6380.0,1.0,0,0,3,7,790,730,1948,0,98115,47.695,-122.304,1520,6235,3.0,2.0
1873100390,20150302T000000,719000.0,4.0,2.5,2570.0,7173.0,2.0,0,0,3,8,2570,0,2005,0,98052,47.7073,-122.11,2630,6026,3.0,2.0
8562750320,20141110T000000,580500.0,3.0,2.5,2320.0,3980.0,2.0,0,0,3,8,2320,0,2003,0,98027,47.5391,-122.07,2580,3980,3.0,2.0
2426039314,20141201T000000,280000.0,3.0,1.5,1190.0,1265.0,3.0,0,0,3,7,1190,0,2005,0,98133,47.7274,-122.357,1390,1756,3.0,1.5
461000390,20140624T000000,687500.0,,1.75,,5000.0,1.5,0,0,4,7,1510,820,1929,0,98117,47.6823,-122.368,1460,5000,,
7589200193,20141110T000000,535000.0,3.0,1.0,1090.0,3000.0,1.5,0,0,4,8,1090,0,1929,0,98117,47.6889,-122.375,1570,5080,3.0,1.0
7955080270,20141203T000000,322500.0,4.0,2.75,2060.0,6659.0,1.0,0,0,3,7,1280,780,1981,0,98058,47.4276,-122.157,2020,8720,3.0,2.0
9547205180,20140613T000000,696000.0,3.0,2.5,2300.0,3060.0,1.5,0,0,3,8,1510,790,1930,2002,98115,47.6827,-122.31,1590,3264,3.0,2.0
9435300030,20140528T000000,550000.0,4.0,1.0,1660.0,34848.0,1.0,0,0,1,5,930,730,1933,0,98052,47.6621,-122.132,2160,11467,3.0,2.0
2768000400,20141230T000000,640000.0,4.0,2.0,,6000.0,2.0,0,0,4,8,2360,0,1904,0,98107,47.6702,-122.362,1730,4700,,
7895500070,20150213T000000,240000.0,4.0,1.0,,8075.0,1.0,0,0,2,7,890,330,1969,0,98001,47.3341,-122.282,1290,7800,,
2078500320,20140620T000000,605000.0,4.0,2.5,2620.0,7553.0,2.0,0,0,3,8,2620,0,1996,0,98056,47.5301,-122.18,2620,11884,4.0,2.0
5547700270,20140715T000000,625000.0,4.0,2.5,2570.0,5520.0,2.0,0,0,3,9,2570,0,2000,0,98074,47.6145,-122.027,2470,5669,3.0,2.0
7766200013,20140811T000000,775000.0,4.0,2.25,4220.0,24186.0,1.0,0,0,3,8,2600,1620,1984,0,98166,47.445,-122.347,2410,30617,4.0,3.0
7203220400,20140707T000000,861990.0,5.0,2.75,3595.0,5639.0,2.0,0,0,3,9,3595,0,2014,0,98053,47.6848,-122.016,3625,5639,4.0,3.0
9270200160,20141028T000000,685000.0,3.0,1.0,1570.0,2280.0,2.0,0,0,3,7,1570,0,1922,0,98119,47.6413,-122.364,1580,2640,3.0,2.0
1432701230,20140729T000000,309000.0,3.0,1.0,1280.0,9656.0,1.0,0,0,4,6,920,360,1959,0,98058,47.4485,-122.175,1340,8808,3.0,1.5
8035350320,20140718T000000,488000.0,3.0,2.5,3160.0,13603.0,2.0,0,0,3,8,3160,0,2003,0,98019,47.7443,-121.977,3050,9232,4.0,3.0
8945200830,20150325T000000,210490.0,2.0,1.0,990.0,8528.0,1.0,0,0,3,6,990,0,1966,0,98023,47.3066,-122.371,1228,8840,2.0,1.0
4178300310,20140716T000000,785000.0,4.0,2.5,2290.0,13416.0,2.0,0,0,4,9,2290,0,1981,0,98007,47.6194,-122.151,2680,13685,3.0,2.0
9215400105,20150428T000000,450000.0,3.0,1.75,1250.0,5963.0,1.0,0,0,4,7,1250,0,1953,0,98115,47.6796,-122.301,970,5100,3.0,1.5
822039084,20150311T000000,1350000.0,3.0,2.5,2753.0,65005.0,1.0,1,2,5,9,2165,588,1953,0,98070,47.4041,-122.451,2680,72513,4.0,2.0
5245600105,20140916T000000,228000.0,3.0,1.0,1190.0,9199.0,1.0,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,3.0,1.5
7231300125,20150217T000000,345000.0,5.0,2.5,3150.0,9134.0,1.0,0,0,4,8,1640,1510,1966,0,98056,47.4934,-122.189,1990,9133,4.0,3.0
7518505990,20141231T000000,600000.0,3.0,1.75,1410.0,4080.0,1.0,0,0,4,7,1000,410,1950,0,98117,47.6808,-122.384,1410,4080,3.0,2.0
3626039271,20150205T000000,585000.0,2.0,1.75,1980.0,8550.0,1.0,0,0,3,7,990,990,1981,0,98117,47.6989,-122.369,1480,6738,3.0,2.0
4217401195,20150303T000000,920000.0,4.0,2.25,2730.0,6000.0,1.5,0,0,3,8,2130,600,1927,0,98105,47.6571,-122.281,2730,6000,4.0,2.0
9822700295,20140512T000000,885000.0,4.0,2.5,2830.0,5000.0,2.0,0,0,3,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,4.0,2.5
9478500640,20140819T000000,292500.0,4.0,2.5,2250.0,4495.0,2.0,0,0,3,7,2250,0,2008,0,98042,47.3663,-122.114,2250,4500,3.0,2.0
2799800710,20150407T000000,301000.0,3.0,2.5,2420.0,4750.0,2.0,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.122,2690,4750,3.0,2.0
7922800400,20140827T000000,951000.0,5.0,3.25,3250.0,14342.0,2.0,0,4,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044,4.0,3.0
8079040320,20150223T000000,430000.0,4.0,3.0,,9976.0,2.0,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,,
1516000055,20141210T000000,650000.0,3.0,2.25,2150.0,21235.0,1.0,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900,3.0,2.0
9558200045,20140828T000000,289000.0,3.0,1.75,1260.0,8400.0,1.0,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,3.0,1.5
5072410070,20141021T000000,505000.0,3.0,1.75,2519.0,8690.0,2.0,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,3.0,2.0
9528102996,20141207T000000,549000.0,3.0,1.75,1540.0,1044.0,3.0,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,3.0,2.0
1189001180,20140603T000000,425000.0,3.0,2.25,1660.0,6000.0,1.0,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.297,1440,4080,3.0,2.0
3253500160,20141120T000000,317625.0,3.0,2.75,2770.0,3809.0,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,4.0,2.0
3394100030,20140909T000000,975000.0,4.0,2.5,2720.0,11049.0,2.0,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.192,2750,11049,4.0,2.0
3717000160,20141009T000000,287000.0,4.0,2.5,2240.0,4648.0,2.0,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,3.0,2.0
1274500060,20140825T000000,204000.0,3.0,1.0,1000.0,12070.0,1.0,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,3.0,1.0
1802000060,20140612T000000,1325000.0,5.0,2.25,3200.0,,1.0,0,0,3,8,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158,4.0,3.0
1525059190,20140912T000000,1040000.0,5.0,3.25,4770.0,50094.0,1.0,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917,5.0,4.0
1049000060,20150105T000000,325000.0,3.0,2.0,1260.0,5612.0,1.0,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,3.0,1.5
8820901275,20140610T000000,571000.0,4.0,2.0,2750.0,7807.0,1.5,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,3.0,2.0
5416510140,20140710T000000,360000.0,4.0,2.5,2380.0,5000.0,2.0,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,3.0,2.0
3444100400,20150316T000000,349000.0,3.0,1.75,1790.0,50529.0,1.0,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,3.0,2.0
3276920270,20141105T000000,832500.0,4.0,4.0,3430.0,35102.0,2.0,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.987,3240,35020,4.0,3.0
4036801170,20141013T000000,380000.0,4.0,1.75,1760.0,7300.0,1.0,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500,3.0,2.0
2391600320,20150420T000000,480000.0,3.0,1.0,1040.0,5060.0,1.0,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394,890,5060,3.0,1.0
6300000287,20140609T000000,410000.0,3.0,1.0,1410.0,5060.0,1.0,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,3.0,2.0
1531000030,20150323T000000,720000.0,4.0,2.5,3450.0,39683.0,2.0,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,4.0,3.0
5104520400,20141202T000000,390000.0,3.0,2.5,2350.0,5100.0,2.0,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,3.0,2.0
7437100340,20141222T000000,360000.0,4.0,2.5,1900.0,5889.0,2.0,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,3.0,2.0
9418400240,20141028T000000,355000.0,2.0,1.0,2020.0,6720.0,1.0,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,3.0,2.0
1523059105,20150128T000000,356000.0,3.0,1.5,1680.0,8712.0,1.0,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,3.0,2.0
1133000671,20140602T000000,315000.0,3.0,1.0,960.0,6634.0,1.0,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,2.0,1.0
4232902595,20141114T000000,940000.0,3.0,1.5,2140.0,3600.0,2.0,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,3.0,2.0
2599001200,20141103T000000,305000.0,5.0,2.25,2660.0,8400.0,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,3.0,2.5
3342103156,20140618T000000,461000.0,3.0,3.25,2770.0,6278.0,2.0,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,4.0,2.0
1332700270,20140519T000000,215000.0,2.0,2.25,,2040.0,2.0,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,,
3869900162,20140904T000000,335000.0,2.0,1.75,1030.0,1066.0,2.0,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,3.0,1.0
2791500270,20140522T000000,243500.0,4.0,2.5,1980.0,7403.0,2.0,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.372,1980,7510,3.0,2.0
5036300431,20150311T000000,1099880.0,5.0,2.75,3520.0,6353.0,2.0,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,4.0,3.0
4168000060,20150226T000000,153000.0,3.0,1.0,1200.0,10500.0,1.0,0,0,3,7,1200,0,1962,0,98023,47.322,-122.351,1350,10500,3.0,1.5
6021501535,20140725T000000,430000.0,3.0,1.5,1580.0,5000.0,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,3.0,2.0
6021501535,20141223T000000,700000.0,3.0,1.5,1580.0,5000.0,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,3.0,2.0
1483300570,20140908T000000,905000.0,4.0,2.5,3300.0,,1.0,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,4.0,3.0
3422049190,20150330T000000,247500.0,3.0,1.75,1960.0,15681.0,1.0,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,3.0,2.0
1099611230,20140912T000000,199000.0,4.0,1.5,1160.0,6400.0,1.0,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400,3.0,2.0
722079104,20140711T000000,314000.0,3.0,1.75,1810.0,41800.0,1.0,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,3.0,2.0
7338200240,20140516T000000,437500.0,3.0,2.5,2320.0,36847.0,2.0,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,3.0,2.0
1952200240,20140611T000000,850830.0,3.0,2.5,2070.0,13241.0,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,3.0,2.0
5200100125,20141027T000000,555000.0,3.0,2.0,1980.0,3478.0,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.372,1610,3478,3.0,2.0
7214720075,20141212T000000,699950.0,3.0,2.25,2190.0,,2.0,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,3.0,2.0
2450000295,20141007T000000,1088000.0,3.0,2.5,2920.0,8113.0,2.0,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,4.0,2.0
6197800045,20140924T000000,290000.0,3.0,1.0,1210.0,33919.0,1.0,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,3.0,1.5
1328310370,20150402T000000,375000.0,3.0,2.0,2340.0,10005.0,1.0,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,,2.0
546000875,20140523T000000,460000.0,3.0,1.0,,4005.0,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,,
3530510041,20140723T000000,188500.0,2.0,1.75,1240.0,2493.0,1.0,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,3.0,1.0
1853000400,20150305T000000,680000.0,4.0,2.5,3140.0,28037.0,2.0,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,4.0,3.0
3134100116,20140827T000000,470000.0,5.0,1.75,2030.0,12342.0,2.0,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,3.0,2.0
9545230140,20140725T000000,597750.0,3.0,2.5,2310.0,9624.0,2.0,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,3.0,2.0
3362400511,20150304T000000,570000.0,3.0,1.75,1260.0,,1.0,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536,3.0,1.5
2525310310,20140916T000000,272500.0,3.0,1.75,1540.0,12600.0,1.0,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031,1540,11656,3.0,2.0
6126500060,20141124T000000,329950.0,3.0,1.75,2080.0,5969.0,1.0,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,3.0,2.0
8961960160,20141028T000000,480000.0,4.0,2.5,3230.0,16171.0,2.0,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517,4.0,3.0
3626039325,20141121T000000,740500.0,3.0,3.5,4380.0,6350.0,2.0,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,4.0,3.0
3362400431,20140626T000000,518500.0,3.0,3.5,,1102.0,3.0,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166,,
4060000240,20140623T000000,205425.0,2.0,1.0,880.0,6780.0,1.0,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780,2.0,1.0
3454800060,20150108T000000,171800.0,4.0,2.0,1570.0,9600.0,1.0,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,3.0,2.0
1695900060,20150511T000000,535000.0,4.0,1.0,1610.0,2982.0,1.5,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040,3.0,2.0
7278700070,20150102T000000,660000.0,3.0,2.5,2400.0,6474.0,1.0,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856,3.0,2.0
6675500070,20141119T000000,391500.0,3.0,2.0,1450.0,,1.0,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,3.0,2.0
3626039187,20150406T000000,395000.0,2.0,1.0,770.0,6000.0,1.0,0,0,3,6,770,0,1953,0,98117,47.6999,-122.364,1710,6000,2.0,1.0
3524049083,20141104T000000,445000.0,4.0,1.75,2100.0,4400.0,1.5,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400,3.0,2.0
3275860240,20140618T000000,770000.0,3.0,2.25,2910.0,10204.0,2.0,0,0,3,9,2910,0,1990,0,98052,47.6897,-122.098,2700,13992,4.0,2.0
4389200955,20150302T000000,1450000.0,4.0,2.75,2750.0,17789.0,1.5,0,0,3,8,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275,4.0,2.0
4058801670,20140717T000000,445000.0,3.0,2.25,2100.0,8201.0,1.0,0,2,3,8,1620,480,1967,0,98178,47.5091,-122.244,2660,8712,3.0,2.0
8732020310,20140717T000000,260000.0,4.0,2.25,2160.0,8811.0,1.0,0,0,3,8,1360,800,1978,0,98023,47.3129,-122.39,2090,8400,3.0,2.0
2331300505,20140613T000000,822500.0,5.0,3.5,2320.0,4960.0,2.0,0,0,5,7,1720,600,1926,0,98103,47.6763,-122.352,1700,4960,4.0,2.0
7853210060,20150406T000000,430000.0,4.0,2.5,2070.0,4310.0,2.0,0,0,3,7,2070,0,2004,0,98065,47.5319,-121.85,1970,3748,3.0,2.0
3668000070,20150105T000000,212000.0,3.0,1.75,1060.0,7875.0,1.0,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,3.0,1.0
9545240070,20150428T000000,660500.0,4.0,2.25,2010.0,9603.0,1.0,0,0,3,8,1440,570,1986,0,98027,47.5343,-122.054,2060,9793,3.0,2.0
1243100136,20140612T000000,784000.0,3.0,3.5,3950.0,,1.5,0,0,3,9,2460,1490,1989,0,98052,47.697,-122.072,2480,88500,4.0,3.0
8929000270,20140512T000000,453246.0,3.0,2.5,2010.0,2287.0,2.0,0,0,3,8,1390,620,2014,0,98029,47.5517,-121.998,1690,1662,3.0,2.0
2767602356,20150126T000000,675000.0,4.0,3.5,2140.0,2278.0,3.0,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285,4.0,2.0
921049315,20140813T000000,199000.0,3.0,1.75,1320.0,17390.0,1.0,0,0,4,7,1320,0,1956,0,98003,47.3257,-122.296,1550,19265,3.0,2.0
3655000070,20140805T000000,220000.0,4.0,1.75,,7840.0,1.0,0,0,3,7,1010,1010,1968,0,98003,47.3309,-122.299,1750,8140,,
4027700812,20140529T000000,452000.0,4.0,2.25,2590.0,10002.0,1.0,0,0,4,8,1340,1250,1968,0,98028,47.7689,-122.266,1550,10436,3.0,2.0
3992700335,20140707T000000,382500.0,2.0,1.0,1190.0,4440.0,1.0,0,0,3,6,1190,0,1981,0,98125,47.7135,-122.287,1060,5715,3.0,1.0
2767603505,20140507T000000,519950.0,3.0,1.5,1170.0,1249.0,3.0,0,0,3,8,1170,0,2014,0,98107,47.6722,-122.381,1350,1310,,1.5
4232901525,20140627T000000,665000.0,2.0,1.0,1110.0,3200.0,1.0,0,0,3,7,1110,0,1925,0,98119,47.6338,-122.358,1170,3600,3.0,1.0
1777500060,20140708T000000,527700.0,5.0,2.5,2820.0,9375.0,1.0,0,0,4,8,1550,1270,1968,0,98006,47.5707,-122.128,2820,9375,4.0,3.0
1432900240,20150508T000000,205000.0,3.0,1.0,1610.0,8579.0,1.0,0,0,4,7,1010,600,1962,0,98058,47.4563,-122.171,1610,8579,3.0,2.0
6140100875,20150415T000000,420000.0,3.0,1.0,,,1.0,0,0,4,7,940,120,1923,0,98133,47.7144,-122.351,1560,7940,,
6071600370,20150227T000000,500000.0,4.0,2.25,2030.0,8517.0,1.0,0,0,4,8,1380,650,1961,0,98006,47.5495,-122.174,2230,8824,3.0,2.0
1526069017,20141203T000000,921500.0,4.0,2.5,3670.0,315374.0,2.0,0,0,4,9,3670,0,1994,0,98077,47.7421,-122.026,2840,87991,4.0,3.0
809001525,20140625T000000,890000.0,4.0,1.0,2550.0,4000.0,2.0,0,0,3,8,2370,180,1905,0,98109,47.6354,-122.353,2200,4000,3.0,2.0
3224079105,20140806T000000,430000.0,,2.5,,,2.0,0,0,3,7,2420,0,2007,0,98027,47.5262,-121.943,1940,193842,,
8075400570,20141030T000000,258000.0,5.0,2.0,2260.0,12500.0,1.0,0,0,4,8,1130,1130,1960,0,98032,47.3887,-122.286,1360,18000,3.0,2.0
1994200024,20141104T000000,511000.0,3.0,1.0,1430.0,3455.0,1.0,0,0,3,7,980,450,1947,0,98103,47.6873,-122.336,1450,4599,3.0,2.0
3362900810,20140820T000000,532170.0,3.0,2.0,1360.0,3090.0,2.0,0,0,3,8,1360,0,1990,0,98103,47.6838,-122.353,1500,3090,3.0,2.0
1324300398,20150409T000000,560000.0,3.0,1.0,1110.0,5000.0,1.5,0,0,3,7,1110,0,1947,0,98107,47.655,-122.359,1420,5000,3.0,1.5
537000445,20150331T000000,282950.0,3.0,1.0,1250.0,8200.0,1.0,0,0,4,7,1250,0,1954,0,98003,47.3255,-122.304,1680,8633,3.0,1.5
7855801670,20150401T000000,2250000.0,4.0,3.25,5180.0,19850.0,2.0,0,3,3,12,3540,1640,2006,0,98006,47.562,-122.162,3160,9750,5.0,4.0
7920100045,20140516T000000,350000.0,1.0,1.0,700.0,5100.0,1.0,0,0,3,7,700,0,1942,0,98115,47.679,-122.3,1010,5100,2.0,1.0
8960000030,20140728T000000,215000.0,3.0,1.0,1180.0,7669.0,1.0,0,0,4,7,1180,0,1967,0,98058,47.4479,-122.176,1190,7669,3.0,1.5
6388930390,20141120T000000,650000.0,5.0,3.5,3960.0,25245.0,2.0,0,0,3,9,2500,1460,1996,0,98056,47.525,-122.172,2640,13675,4.0,3.0
8731900200,20140807T000000,320000.0,4.0,2.75,2640.0,7500.0,1.0,0,0,3,8,1620,1020,1967,0,98023,47.3135,-122.369,1980,7875,4.0,2.0
8029200135,20141113T000000,247000.0,3.0,2.0,1270.0,,1.5,0,0,3,7,1270,0,1916,2013,98022,47.2086,-121.996,1160,7198,3.0,1.5
1081200350,20141003T000000,320000.0,4.0,1.75,1760.0,11180.0,1.0,0,0,4,8,1760,0,1968,0,98059,47.4715,-122.118,1730,11180,3.0,2.0
84000105,20140507T000000,255000.0,5.0,2.25,2060.0,8632.0,1.0,0,0,3,7,1030,1030,1962,0,98146,47.4877,-122.335,1010,11680,3.0,2.0
3756500060,20150309T000000,438000.0,3.0,1.75,1780.0,,1.0,0,0,3,7,1780,0,1962,0,98034,47.7171,-122.193,1200,9660,3.0,2.0
7215720160,20150304T000000,900000.0,3.0,2.5,3400.0,16603.0,2.0,0,0,3,10,3400,0,2000,0,98075,47.6012,-122.023,3400,12601,4.0,3.0
3574800520,20140620T000000,441000.0,3.0,2.75,1910.0,7280.0,1.0,0,0,3,7,1160,750,1979,0,98034,47.7319,-122.224,1710,8152,3.0,2.0
2617300160,20140812T000000,420000.0,3.0,2.0,2020.0,,1.0,0,0,4,7,1010,1010,1975,0,98027,47.4582,-122.023,2110,36590,3.0,2.0
2558660270,20141208T000000,370000.0,3.0,1.75,1580.0,7000.0,1.0,0,0,3,7,1180,400,1976,0,98034,47.7209,-122.168,1640,7500,3.0,2.0
